ID,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1563,Glen Iris,1/15 Belmont Av,1,u,330000,SP,Thomson,8/7/17,7.3,3146,1,1,1,0,44,1960,Stonnington,-37.85702,145.04801,Southern Metropolitan,10412
1564,Glenroy,58 Bindi St,4,h,700000,S,RW,8/7/17,11.2,3046,4,2,1,655,82,1950,Moreland,-37.69558,144.93223,Northern Metropolitan,8870
1565,Greensborough,14 Wolangi Ct,4,h,1028000,S,Morrison,8/7/17,16.1,3088,4,3,4,925,,,Banyule,-37.69261,145.1105,Northern Metropolitan,8524
1566,Hadfield,3A Neil St,2,t,595000,S,Eview,8/7/17,11.2,3046,2,2,1,201,111,2005,Moreland,-37.71147,144.93927,Northern Metropolitan,2606
1567,Hawthorn East,1/1091 Burke Rd,2,u,615888,SP,Marshall,8/7/17,6.2,3123,2,1,1,915,73,1970,Boroondara,-37.81835,145.05895,Southern Metropolitan,6482
1568,Heidelberg West,12 Achilles St,3,h,575500,S,Miles,8/7/17,8.8,3081,3,1,1,436,,,Banyule,-37.73459,145.04394,Eastern Metropolitan,2674
1569,Heidelberg West,5/459 Waterdale Rd,2,u,445000,VB,Miles,8/7/17,8.8,3081,2,1,1,94,,,Banyule,-37.74392,145.04692,Eastern Metropolitan,2674
1570,Keilor,20 Hopkins Av,3,h,775000,S,Daniel,8/7/17,14.5,3036,3,2,2,547,,,Brimbank,-37.71796,144.827,Western Metropolitan,2339
1571,Kew,1/1203 Burke Rd,3,t,1205000,S,Xynergy,8/7/17,5.4,3101,3,2,2,257,,,Boroondara,-37.81317,145.05993,Southern Metropolitan,10331
1572,Maidstone,1/1 Clarendon St,3,t,650000,PI,Jas,8/7/17,6.4,3012,3,2,2,159,128,2016,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873
1573,Maidstone,19/8 Crefden St,2,u,435000,S,Biggin,8/7/17,6.4,3012,2,2,1,0,96,2017,Maribyrnong,-37.77813,144.87287,Western Metropolitan,3873
1574,Mill Park,7 Mew Ct,4,h,676000,S,Harcourts,8/7/17,17.9,3082,4,2,2,537,,,Whittlesea,-37.65532,145.04131,Northern Metropolitan,10529
1575,Mill Park,15 Mockridge Dr,5,h,704500,S,Ray,8/7/17,17.9,3082,5,3,2,656,130,1970,Whittlesea,-37.6641,145.05123,Northern Metropolitan,10529
1576,Mitcham,8 Peel St,3,h,1095000,S,McGrath,8/7/17,17.2,3132,3,1,1,493,,,Whitehorse,-37.81498,145.18924,Eastern Metropolitan,6871
1577,Moonee Ponds,74 Vine St,3,h,1320000,S,McDonald,8/7/17,6.2,3039,3,1,2,459,,,Moonee Valley,-37.7693,144.93415,Western Metropolitan,6232
1578,Murrumbeena,6 Gerald St,4,h,1820000,S,Buxton,8/7/17,10.1,3163,4,2,1,632,265,1915,Glen Eira,-37.89465,145.06984,Southern Metropolitan,4442
1579,Ormond,300 Tucker Rd,4,h,1900000,S,Buxton,8/7/17,11.4,3204,4,2,2,700,210,1920,Glen Eira,-37.9075,145.05329,Southern Metropolitan,3578
1580,Pascoe Vale,8A Tangyes St,3,h,1210000,S,Nelson,8/7/17,8.5,3044,3,2,1,330,226,2012,Moreland,-37.72623,144.94521,Northern Metropolitan,7485
1581,Preston,11 Milton Cr,2,h,820000,SP,McGrath,8/7/17,8.4,3072,2,1,1,155,,,Darebin,-37.75024,145.00413,Northern Metropolitan,14577
1582,Preston,24 Mitchell St,3,h,1150000,SP,McGrath,8/7/17,8.4,3072,3,0,0,502,,,Darebin,-37.74936,144.98949,Northern Metropolitan,14577
1583,Reservoir,48 Crevelli St,3,h,526250,SP,Barry,8/7/17,12,3073,3,1,1,308,,,,-37.72828,145.03033,Northern Metropolitan,21650
1584,Reservoir,24 Daleglen St,1,h,351000,SP,Harcourts,8/7/17,12,3073,1,1,1,168,63,1950,Darebin,-37.69828,145.02184,Northern Metropolitan,21650
1585,Ringwood East,1 Tweed St,4,h,1090000,S,Philip,8/7/17,21.3,3135,4,1,2,894,115,1950,Maroondah,-37.8159,145.24688,Eastern Metropolitan,4407
1586,Scoresby,17 Gilbert Ct,3,h,1000000,S,Ray,8/7/17,22.2,3179,3,2,2,1088,,,Knox,-37.89385,145.23848,Eastern Metropolitan,2206
1587,Seabrook,20 Hope Pl,3,h,640000,S,LJ,8/7/17,15.5,3028,3,2,2,531,,1990,Hobsons Bay,-37.87899,144.75625,Western Metropolitan,1793
1588,St Albans,10 Leslie St,4,h,631000,S,Barry,8/7/17,14,3021,4,1,3,559,158,1970,Brimbank,-37.73593,144.8101,Western Metropolitan,14042
1589,St Kilda,9/285 Barkly St,1,u,470000,VB,Chisholm,8/7/17,5,3182,1,1,1,548,44,2009,Port Phillip,-37.87312,144.97986,Southern Metropolitan,13240
1590,Strathmore,32 Carnarvon Rd,4,h,1140000,VB,Nelson,8/7/17,8.2,3041,4,2,2,0,,2005,Moonee Valley,-37.73831,144.91114,Western Metropolitan,3284
1591,Sunshine West,1/52 Drinkwater Cr,3,h,450000,S,Douglas,8/7/17,10.5,3020,3,1,2,283,104,1970,Brimbank,-37.79703,144.81228,Western Metropolitan,6763
1592,Truganina,4 Romek Wy,3,h,451000,S,TRUE,8/7/17,18.4,3029,3,2,2,347,134,2010,Wyndham,-37.83963,144.71487,Western Metropolitan,5811
1593,Truganina,2/46 Westmeadows La,3,u,453350,S,Barry,8/7/17,18.4,3029,3,2,1,315,,,Wyndham,-37.84253,144.7227,Western Metropolitan,5811
1594,Watsonia North,37 Huntley St,3,h,790000,S,Barry,8/7/17,14.5,3087,3,1,2,527,,,Banyule,-37.70039,145.08957,Northern Metropolitan,1442
1595,Wyndham Vale,112 Eureka Dr,4,h,478000,S,hockingstuart,8/7/17,27.2,3024,4,2,2,400,151,2008,Wyndham,-37.87047,144.59864,Western Metropolitan,5262
1596,Airport West,18a Creswell Av,3,u,700000,VB,Barry,12/8/17,10.4,3042,3,2,1,239,,,Moonee Valley,-37.73351,144.88749,Western Metropolitan,3464
1597,Ashburton,2/6 Ramu Gr,4,t,1520000,S,Jellis,12/8/17,10.2,3147,4,3,2,267,190,2012,Boroondara,-37.87036,145.08471,Southern Metropolitan,3052
1598,Balwyn North,45A Helston St,4,h,1460000,VB,hockingstuart,12/8/17,9.7,3104,4,2,2,433,185,1955,Boroondara,-37.78368,145.09545,Southern Metropolitan,7809
1599,Balwyn North,26 Maylands Av,3,h,1739000,S,Nelson,12/8/17,9.7,3104,3,1,2,638,,,Boroondara,-37.79843,145.06728,Southern Metropolitan,7809
1600,Bayswater,4/22 Grandview Gr,3,h,720000,S,RW,12/8/17,23.2,3153,3,2,2,255,,,Knox,-37.84633,145.26267,Eastern Metropolitan,5030
1601,Beaumaris,14 Cavell Ct,5,h,1780000,S,hockingstuart,12/8/17,17.3,3193,5,3,2,613,,,Bayside,-37.97732,145.04388,Southern Metropolitan,5366
1602,Bentleigh,60A Fromer St,4,t,1280000,S,Buxton,12/8/17,11.4,3204,4,3,2,306,200,2014,Glen Eira,-37.92893,145.04581,Southern Metropolitan,6795
1603,Brighton,2A Collins St,4,h,4050000,PI,Buxton,12/8/17,10.5,3186,4,4,4,508,465,2011,Bayside,-37.90904,144.99868,Southern Metropolitan,10579
1604,Brighton East,638 Hawthorn Rd,4,h,2000000,S,Nick,12/8/17,10.3,3187,4,2,2,619,,,Bayside,-37.90344,145.01856,Southern Metropolitan,6938
1605,Brighton East,174 South Rd,3,h,1680000,SP,Buxton,12/8/17,10.3,3187,3,1,2,605,181,1920,Bayside,-37.93063,145.01314,Southern Metropolitan,6938
1606,Brighton East,3/87 Thomas St,2,u,890000,S,Hodges,12/8/17,10.3,3187,2,1,2,275,106,1970,Bayside,-37.91106,145.02394,Southern Metropolitan,6938
1607,Broadmeadows,45 Cuthbert St,3,h,616000,S,YPA,12/8/17,14,3047,3,1,1,695,,,Hume,-37.68489,144.93169,Northern Metropolitan,4294
1608,Bulleen,18 Penderel Wy,4,h,1580000,S,Barry,12/8/17,10.8,3105,4,2,2,773,,,Manningham,-37.76207,145.09336,Eastern Metropolitan,4480
1609,Bundoora,13 Cher Av,4,t,685000,S,Morrison,12/8/17,12.1,3083,4,2,1,287,152,1990,Whittlesea,-37.69382,145.04831,Northern Metropolitan,10175
1610,Bundoora,10 Dorothea Ct,3,h,685000,S,Ray,12/8/17,12.1,3083,3,1,2,557,,,Whittlesea,-37.68811,145.05507,Northern Metropolitan,10175
1611,Bundoora,6/70 Grange Bvd,2,t,505000,S,Barry,12/8/17,12.1,3083,2,1,2,90,90,1995,Darebin,-37.70912,145.05181,Northern Metropolitan,10175
1612,Burwood,61 McCubbin St,4,h,1390000,SA,Fletchers,12/8/17,10.4,3125,4,2,1,627,196,1950,Whitehorse,-37.85374,145.12459,Southern Metropolitan,5678
1613,Chadstone,16 Jacana Ct,5,h,1310000,S,McGrath,12/8/17,11.7,3148,5,2,2,627,,2000,Monash,-37.88478,145.10244,Southern Metropolitan,3582
1614,Cheltenham,10 Jack Rd,4,h,1200000,PI,Barry,12/8/17,17.9,3192,4,2,4,679,190,1960,Bayside,-37.96098,145.04275,Southern Metropolitan,9758
1615,Cheltenham,67 Oak Av,3,h,1095000,S,Barry,12/8/17,17.9,3192,3,2,1,637,,1950,Kingston,-37.9746,145.07207,Southern Metropolitan,9758
1616,Clarinda,10 Boree Av,4,h,1241000,S,Woodards,12/8/17,17.5,3169,4,2,2,625,625,1950,Kingston,-37.92801,145.1057,South-Eastern Metropolitan,2727
1617,Clifton Hill,20 Hilton St,2,h,973000,S,Collins,12/8/17,3.6,3068,2,1,0,163,,,Yarra,-37.793,144.98763,Northern Metropolitan,2954
1618,Croydon,1 Monteith St,2,h,1080000,S,McGrath,12/8/17,23,3136,2,1,1,1474,,,Maroondah,-37.79079,145.26924,Eastern Metropolitan,11925
1619,Croydon North,8/25 Karingal St,2,u,505000,S,Max,12/8/17,23,3136,2,1,1,297,,,Maroondah,-37.76793,145.29284,Eastern Metropolitan,2985
1620,Deepdene,1/5 Leonard St,4,t,1680000,S,Fletchers,12/8/17,7.9,3103,4,2,1,254,172,1995,Boroondara,-37.81007,145.06792,Southern Metropolitan,892
1621,Elwood,4 Kendall St,4,h,3175000,S,Marshall,12/8/17,7.2,3184,4,2,3,558,174,1900,Port Phillip,-37.88014,144.99347,Southern Metropolitan,8989
1622,Epping,5 Combe Ct,3,h,556000,S,hockingstuart,12/8/17,19.6,3076,3,1,1,525,,1980,Whittlesea,-37.64421,145.03773,Northern Metropolitan,10926
1623,Fawkner,6 Brooks St,3,h,700000,VB,hockingstuart,12/8/17,13.1,3060,3,1,4,658,,,Moreland,-37.70711,144.97318,Northern Metropolitan,5070
1624,Fawkner,50 Major Rd,1,h,515000,S,hockingstuart,12/8/17,13.1,3060,1,1,0,173,,,Moreland,-37.70745,144.97046,Northern Metropolitan,5070
1625,Fitzroy,302/424 Gore St,1,u,545000,S,Jellis,12/8/17,2.1,3065,1,1,1,1730,60,2011,Yarra,-37.79636,144.98394,Northern Metropolitan,5825
1626,Footscray,12/26 Park St,2,t,575000,SA,Nelson,12/8/17,5.1,3011,2,2,1,88,94,2000,Maribyrnong,-37.78872,144.88891,Western Metropolitan,7570
1627,Frankston,50 Brooklyn Av,3,h,610000,S,O'Brien,12/8/17,38,3199,3,2,1,654,,,Frankston,-38.16415,145.14251,South-Eastern Metropolitan,17055
1628,Gladstone Park,245 Carrick Dr,3,h,629000,SP,Barry,12/8/17,12.9,3043,3,1,2,552,136,1980,Hume,-37.68641,144.89826,Western Metropolitan,3285
1629,Gladstone Park,1/96 Carrick Dr,3,h,452500,S,Barry,12/8/17,12.9,3043,3,1,0,259,,1970,Hume,-37.6974,144.8916,Western Metropolitan,3285
1630,Glenroy,111 Loongana Av,3,h,770000,PI,Barry,12/8/17,11.2,3046,3,1,2,604,132,1960,Moreland,-37.70855,144.90441,Northern Metropolitan,8870
1631,Hawthorn,10 Through St,3,h,1425000,VB,Jellis,12/8/17,5.3,3122,3,1,1,333,108,1930,Boroondara,-37.82737,145.02971,Southern Metropolitan,11308
1632,Hawthorn East,211 Rathmines Rd,3,h,2825000,VB,Jellis,12/8/17,6.2,3123,3,1,3,860,,,Boroondara,-37.82108,145.05739,Southern Metropolitan,6482
1633,Heidelberg,32 Powlett St,3,h,1250000,S,Miles,12/8/17,8.9,3084,3,1,0,668,,,Banyule,-37.75212,145.05945,Eastern Metropolitan,2890
1634,Heidelberg Heights,396 Waterdale Rd,3,h,697500,PI,Nelson,12/8/17,8.8,3081,3,1,1,430,,,Banyule,-37.74962,145.04658,Eastern Metropolitan,2947
1635,Hoppers Crossing,7 Berberis Pl,4,h,540000,S,Barry,12/8/17,18.4,3029,4,2,2,650,,,Wyndham,-37.85954,144.71456,Western Metropolitan,13830
1636,Ivanhoe,19 Belmont Rd,2,h,2400000,S,Fletchers,12/8/17,7.8,3079,2,1,0,1110,,,Banyule,-37.76778,145.03312,Eastern Metropolitan,5549
1637,Keilor East,20A Etka Av,4,t,1022000,S,Nelson,12/8/17,11.7,3033,4,2,2,284,,,Moonee Valley,-37.73574,144.87014,Western Metropolitan,5629
1638,Kew,3/33 Parkhill Rd,3,t,1007000,S,Nelson,12/8/17,5.4,3101,3,2,1,0,114,1977,Boroondara,-37.80495,145.04949,Southern Metropolitan,10331
1639,Kew,3/32 Wimba Av,2,u,860000,VB,Jellis,12/8/17,5.4,3101,2,2,1,0,108,1950,Boroondara,-37.80593,145.05121,Southern Metropolitan,10331
1640,Maidstone,47A Madden St,3,h,755000,S,Jas,12/8/17,6.4,3012,3,2,2,0,,,Maribyrnong,-37.78966,144.87821,Western Metropolitan,3873
1641,Maidstone,3/13 Winston St,3,t,710000,PI,Jas,12/8/17,6.4,3012,3,2,2,186,134,2011,Maribyrnong,-37.78559,144.86483,Western Metropolitan,3873
1642,Malvern East,431 Wattletree Rd,3,h,2500000,PI,Jellis,12/8/17,8.4,3145,3,3,3,1011,206,1925,Stonnington,-37.8652,145.05248,Southern Metropolitan,8801
1643,McKinnon,41 McKinnon Rd,2,h,1200000,SP,Buxton,12/8/17,11.4,3204,2,1,2,397,96,1940,Glen Eira,-37.90978,145.02937,Southern Metropolitan,2397
1644,Newport,5/13 Liley St,3,t,730000,S,Williams,12/8/17,6.2,3015,3,2,2,200,126,2005,Hobsons Bay,-37.85134,144.88636,Western Metropolitan,5498
1645,Newport,50 Peel St,3,h,1195000,SP,Williams,12/8/17,6.2,3015,3,2,2,358,,2017,Hobsons Bay,-37.84586,144.88948,Western Metropolitan,5498
1646,Newport,2/22 Thorpe St,2,u,600000,S,RT,12/8/17,6.2,3015,2,1,1,163,,1990,Hobsons Bay,-37.84608,144.86525,Western Metropolitan,5498
1647,Niddrie,45 Muriel St,3,h,1230000,S,Barry,12/8/17,10.4,3042,3,2,1,324,207,2016,Moonee Valley,-37.7431,144.88722,Western Metropolitan,2291
1648,North Melbourne,60 Arden St,4,h,1475000,S,Jellis,12/8/17,1.8,3051,4,2,1,137,,,Melbourne,-37.80072,144.9496,Northern Metropolitan,6821
1649,Northcote,41 Barry St,3,h,1225000,S,Woodards,12/8/17,5.3,3070,3,1,2,260,,,Darebin,-37.77985,144.99528,Northern Metropolitan,11364
1650,Northcote,40 Gadd St,4,h,1955000,SP,McGrath,12/8/17,5.3,3070,4,2,1,5,,,Darebin,-37.7628,144.99375,Northern Metropolitan,11364
1651,Oakleigh South,3/6 Reid St,2,u,601000,SP,Ray,12/8/17,15.5,3167,2,1,1,0,62,1980,Monash,-37.91061,145.0862,South-Eastern Metropolitan,3692
1652,Parkdale,8 Hicks St,3,h,1051000,S,Ray,12/8/17,21.5,3195,3,2,2,597,,,Kingston,-37.98703,145.09131,South-Eastern Metropolitan,5087
1653,Prahran,19 Airlie Av,4,h,2635000,S,Jellis,12/8/17,4.6,3181,4,2,2,401,154,1910,Stonnington,-37.85565,145.00839,Southern Metropolitan,7717
1654,Reservoir,52 Powell St,4,h,1200000,S,Nelson,12/8/17,12,3073,4,2,2,499,260,1940,Darebin,-37.72614,144.99892,Northern Metropolitan,21650
1655,Rosanna,157 Bellevue Av,3,h,1400000,PI,Fletchers,12/8/17,8.9,3084,3,2,2,697,,,Banyule,-37.73165,145.06564,Eastern Metropolitan,3540
1656,Sandringham,26 Kirkwood Av,5,h,3350000,VB,Buxton,12/8/17,15.2,3191,5,4,4,700,,,Bayside,-37.95762,145.01418,Southern Metropolitan,4497
1657,Sandringham,76 Vincent St,5,h,2255000,S,Buxton,12/8/17,15.2,3191,5,3,2,556,,2012,Bayside,-37.95017,145.02054,Southern Metropolitan,4497
1658,Seddon,124 Albert St,4,h,1870000,S,Jas,12/8/17,5.1,3011,4,2,2,457,,,Maribyrnong,-37.80803,144.89601,Western Metropolitan,2417
1659,South Yarra,44/100 Commercial Rd,3,u,940000,S,hockingstuart,12/8/17,2.7,3141,3,2,3,0,20,,Melbourne,-37.8453,144.98487,Southern Metropolitan,14887
1660,Springvale,67 Glendale Rd,6,h,917000,S,Barry,12/8/17,20.8,3171,6,2,2,869,,,Greater Dandenong,-37.93594,145.14674,South-Eastern Metropolitan,7412
1661,Sunshine,80 Wright St,2,h,615000,SP,Barry,12/8/17,10.5,3020,2,1,0,418,94,1940,Brimbank,-37.79595,144.83206,Western Metropolitan,3755
1662,Sydenham,8 Stockyard Cl,3,h,659500,S,Purplebricks,12/8/17,18,3037,3,2,4,665,,,Brimbank,-37.69969,144.7685,Western Metropolitan,3640
1663,Templestowe,4 Wynnewood Ct,5,h,2330000,S,Barry,12/8/17,15.5,3106,5,2,2,862,,,Manningham,-37.75571,145.15521,Eastern Metropolitan,6202
1664,Templestowe Lower,24 Marcus Rd,3,h,1204000,S,Ray,12/8/17,12.4,3107,3,1,2,716,,,Manningham,-37.77006,145.10429,Eastern Metropolitan,5420
1665,Yarraville,19/37 Stephen St,3,h,920000,PI,Village,12/8/17,6.3,3013,3,2,2,182,,,Maribyrnong,-37.81249,144.89531,Western Metropolitan,6543
1666,Albanvale,33 Robyn Av,4,h,655000,S,Sweeney,15/7/17,14,3021,4,3,3,531,,,Brimbank,-37.74373,144.77567,Western Metropolitan,1899
1667,Altona,35 Lowe Av,4,h,935000,SP,Barlow,15/7/17,11,3018,4,2,2,629,180,1985,Hobsons Bay,-37.86027,144.82073,Western Metropolitan,5301
1668,Ascot Vale,8/39 Maribyrnong Rd,3,t,762000,S,Nelson,15/7/17,4.3,3032,3,1,1,0,,,Moonee Valley,-37.77261,144.92276,Western Metropolitan,6567
1669,Balwyn North,1/54 Maud St,3,t,1721000,S,Fletchers,15/7/17,9.7,3104,3,2,2,301,,1995,Boroondara,-37.79535,145.07131,Southern Metropolitan,7809
1670,Boronia,3 Devenish Rd,3,h,785000,S,iTRAK,15/7/17,25,3155,3,2,2,723,138,1980,Knox,-37.85284,145.26942,Eastern Metropolitan,9704
1671,Broadmeadows,37 Stanhope St,4,h,631000,S,YPA,15/7/17,14,3047,4,2,2,696,158,1960,Hume,-37.68584,144.9315,Northern Metropolitan,4294
1672,Bundoora,27 Norfolk Cr,3,h,710000,S,Darren,15/7/17,12.1,3083,3,1,1,540,142,1968,Banyule,-37.70636,145.05462,Northern Metropolitan,10175
1673,Carnegie,55 Tranmere Av,3,h,1840000,S,Ray,15/7/17,10.1,3163,3,2,1,483,171,1920,Glen Eira,-37.89204,145.06086,Southern Metropolitan,7822
1674,Clayton South,48 McMillan St,4,h,962000,S,C21,15/7/17,17.5,3169,4,2,4,724,,,Kingston,-37.93197,145.12219,South-Eastern Metropolitan,4734
1675,Croydon,33 Jackson St,3,h,662000,S,hockingstuart,15/7/17,23,3136,3,1,1,396,120,1950,Maroondah,-37.79486,145.28674,Eastern Metropolitan,11925
1676,Delahey,10 Alexander Cl,3,h,560000,S,YPA,15/7/17,18,3037,3,2,2,543,153,1995,Brimbank,-37.7143,144.77096,Western Metropolitan,2898
1677,Dingley Village,29 Elliott Cr,3,h,800000,S,Ray,15/7/17,22.2,3172,3,2,4,801,150,1980,Kingston,-37.98596,145.13187,South-Eastern Metropolitan,3940
1678,Dingley Village,5 Tarnook Ct,4,h,854000,S,Ray,15/7/17,22.2,3172,4,2,2,676,181,1975,Kingston,-37.97936,145.13302,South-Eastern Metropolitan,3940
1679,Epping,4 Nuthall Wy,4,h,1012000,S,Iconek,15/7/17,19.6,3076,4,3,3,631,355,2009,Whittlesea,-37.6246,145.01686,Northern Metropolitan,10926
1680,Fitzroy,205/96 Charles St,1,u,490000,S,hockingstuart,15/7/17,2.1,3065,1,1,1,0,57,2013,Yarra,-37.80348,144.98257,Northern Metropolitan,5825
1681,Fitzroy North,37 Woodside St,3,h,1502000,S,Nelson,15/7/17,3.6,3068,3,1,0,179,,,Yarra,-37.7844,144.99005,Northern Metropolitan,6244
1682,Greensborough,48 Duncan Av,3,h,690000,S,Darren,15/7/17,16.1,3088,3,1,1,540,,,Banyule,-37.71055,145.09594,Northern Metropolitan,8524
1683,Hampton,13 Kyarra St,2,h,1960000,S,Charlton,15/7/17,13.8,3188,2,1,2,697,,,Bayside,-37.94423,145.00844,Southern Metropolitan,5454
1684,Heidelberg West,2 Maple Ct,2,h,820000,VB,Barry,15/7/17,8.8,3081,2,1,1,721,,,Banyule,-37.74371,145.04161,Eastern Metropolitan,2674
1685,Jacana,13 Robinson St,3,h,559000,S,YPA,15/7/17,14,3047,3,1,2,604,,,Hume,-37.68599,144.91195,Northern Metropolitan,851
1686,Keilor Downs,11 Cromer Pl,4,h,705000,PI,Brad,15/7/17,15.5,3038,4,2,3,815,198,2000,Brimbank,-37.71757,144.81328,Western Metropolitan,3656
1687,Kingsbury,43 Green Av,3,h,740000,S,Ray,15/7/17,12.1,3083,3,1,2,633,,,Darebin,-37.71402,145.0314,Northern Metropolitan,1414
1688,Lalor,92 Sarissa St,4,h,795000,S,Harcourts,15/7/17,16.3,3075,4,2,2,499,,,Whittlesea,-37.66641,144.98781,Northern Metropolitan,8279
1689,Malvern,3/26 McArthur St,2,u,575000,PI,Purplebricks,15/7/17,5.9,3144,2,1,1,0,,1999,Stonnington,-37.85557,145.03968,Southern Metropolitan,4675
1690,Melton South,13 Bridge Rd,3,h,341000,S,YPA,15/7/17,29.8,3338,3,2,4,578,,,Melton,-37.71432,144.57431,Western Victoria,4718
1691,Moorabbin,10 Barilla Rd,3,t,935000,SP,Buxton,15/7/17,14.3,3189,3,2,2,280,109,1985,Kingston,-37.94111,145.0431,Southern Metropolitan,2555
1692,Notting Hill,3 Risdon Dr,4,h,1211000,S,One,15/7/17,16.7,3168,4,3,3,727,167,1970,Monash,-37.90779,145.15042,Southern Metropolitan,902
1693,Oakleigh,42 Bishop St,4,h,1610000,S,Buxton,15/7/17,12.3,3166,4,2,2,592,193,1950,Monash,-37.90821,145.09314,Southern Metropolitan,3224
1694,Pascoe Vale,30 Irvine St,2,h,962000,S,D'Aprano,15/7/17,8.5,3044,2,1,2,624,,,Moreland,-37.73261,144.94221,Northern Metropolitan,7485
1695,Point Cook,15 Metcalf Wy,4,h,698000,S,hockingstuart,15/7/17,14.7,3030,4,2,2,448,190,2012,Wyndham,-37.8914,144.72014,Western Metropolitan,15542
1696,Springvale,13 Kallista Rd,3,h,760000,S,Win,15/7/17,20.8,3171,3,1,1,593,,,Greater Dandenong,-37.95743,145.14625,South-Eastern Metropolitan,7412
1697,Sunshine,10 Matthews St,3,h,960000,S,RW,15/7/17,10.5,3020,3,2,2,655,,,Brimbank,-37.79352,144.84318,Western Metropolitan,3755
1698,Wantirna South,42 Argyle Wy,4,h,1045000,S,Noel,15/7/17,14.7,3152,4,3,2,728,153,1990,Knox,-37.88009,145.22736,Eastern Metropolitan,7082
1699,Watsonia North,280 Grimshaw St,3,h,740000,SP,Barry,15/7/17,14.5,3087,4,1,2,909,,,Banyule,-37.70255,145.08578,Northern Metropolitan,1442
1700,Westmeadows,27 Eyre St,3,h,800000,S,YPA,15/7/17,16.5,3049,3,2,2,898,142,1985,Hume,-37.67823,144.90002,Northern Metropolitan,2474
1701,Aberfeldie,4/37 St Kinnord St,1,u,280000,VB,Nelson,22/7/17,7.5,3040,1,1,1,0,,1970,Moonee Valley,-37.75875,144.9027,Western Metropolitan,1543
1702,Altona North,12 Chambers Rd,3,h,830000,SP,RT,22/7/17,9.4,3025,3,2,2,529,130,1965,Hobsons Bay,-37.84107,144.84179,Western Metropolitan,5132
1703,Altona North,2/16 Stapley Cr,2,h,510000,S,Sweeney,22/7/17,9.4,3025,2,1,1,170,100,2001,Hobsons Bay,-37.83658,144.86199,Western Metropolitan,5132
1704,Aspendale Gardens,12 Pacific Dr,4,h,840000,VB,Barry,22/7/17,21.5,3195,4,2,2,383,,,Kingston,-38.01958,145.12356,South-Eastern Metropolitan,2243
1705,Bellfield,9 Sullivan St,2,h,906000,S,Miles,22/7/17,8.8,3081,2,1,1,617,109,1960,Banyule,-37.7528,145.04444,Eastern Metropolitan,790
1706,Brighton East,4/3 Gleniffer Av,2,u,620000,S,Buxton,22/7/17,10.3,3187,2,1,1,972,,,Bayside,-37.93171,145.03041,Southern Metropolitan,6938
1707,Carlton,66 Palmerston St,3,h,920000,S,Nelson,22/7/17,1.6,3053,3,1,0,98,,,Melbourne,-37.79633,144.97269,Northern Metropolitan,6786
1708,Carrum,15A Riversdale Av,3,h,825000,S,Ray,22/7/17,31.2,3197,3,2,1,355,,,Kingston,-38.07196,145.13036,South-Eastern Metropolitan,1989
1709,Craigieburn,11 Heytesbury Cr,3,h,607500,S,hockingstuart,22/7/17,20.6,3064,3,2,2,654,185,1999,Hume,-37.6038,144.9226,Northern Metropolitan,15510
1710,Dandenong North,7 Buchan St,5,h,895000,S,Barry,22/7/17,24.7,3175,5,2,4,779,186,1970,Greater Dandenong,-37.94465,145.21236,South-Eastern Metropolitan,8322
1711,East Melbourne,205/30 St Andrews Pl,1,u,895000,S,Kay,22/7/17,1.3,3002,1,1,1,0,60,1990,Melbourne,-37.81177,144.97617,Northern Metropolitan,3040
1712,Elsternwick,4/49 Seymour Rd,3,t,1200000,S,Biggin,22/7/17,7.2,3185,3,1,2,1405,117,1965,Glen Eira,-37.88065,145.01112,Southern Metropolitan,4898
1713,Elwood,7/59 Ormond Rd,2,u,630000,S,McGrath,22/7/17,7.2,3184,2,1,1,637,73,1970,Port Phillip,-37.88374,144.98518,Southern Metropolitan,8989
1714,Footscray,12 Jerrold St,4,h,891000,S,Sweeney,22/7/17,5.1,3011,4,1,3,446,101,1920,Maribyrnong,-37.79221,144.89076,Western Metropolitan,7570
1715,Gladstone Park,124 Carrick Dr,3,h,645000,S,Barry,22/7/17,12.9,3043,3,1,1,556,,,Hume,-37.69584,144.89379,Western Metropolitan,3285
1716,Glen Iris,2/10 Osborne Av,2,u,580000,VB,hockingstuart,22/7/17,7.3,3146,2,1,1,200,62,1970,Stonnington,-37.85743,145.0468,Southern Metropolitan,10412
1717,Glen Waverley,2/32 Wilson Rd,3,u,1000000,PI,McGrath,22/7/17,16.7,3150,3,2,2,365,124,1996,Monash,-37.88599,145.17031,Eastern Metropolitan,15321
1718,Heidelberg West,254 Liberty Pde,4,h,590000,S,Haughton,22/7/17,8.8,3081,4,2,2,409,,,Banyule,-37.74033,145.03696,Eastern Metropolitan,2674
1719,Hillside,93 Saronvale Cr,4,h,700000,PI,Barry,22/7/17,18,3037,4,2,4,788,236,1995,Melton,-37.68974,144.75225,Western Metropolitan,5556
1720,Jacana,12 Lorraine Cr,3,h,528000,SP,RW,22/7/17,14,3047,3,1,3,588,92,1960,Hume,-37.68306,144.90928,Northern Metropolitan,851
